Order_ID,Order_Date,Category,Product,Region,Customer_Segment,Payment_Method,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Year,Month,Month_Name,Quarter
ORD104885,2024-04-16,Clothing,Sneakers,West,Corporate,Net Banking,4.0,2108.0,0.22,6576.96,4890.56,1686.3999999999996,2024,4,Apr,Q2
ORD104886,2025-03-13,Sports,Cricket Bat,East,Consumer,Debit Card,2.0,2671.0,0.23,4113.34,3312.04,801.3000000000002,2025,3,Mar,Q1
ORD104887,2025-01-17,Sports,Cricket Bat,South,Consumer,UPI,1.0,2534.0,0.05,2407.3,1571.08,836.2200000000003,2025,1,Jan,Q1
ORD104888,2025-09-01,Electronics,Headphones,North,Consumer,Credit Card,3.0,33651.0,0.06,94895.82,76724.28,18171.540000000008,2025,9,Sep,Q3
ORD104889,2025-03-03,Sports,Yoga Mat,North,Corporate,COD,1.0,3781.0,0.12,3327.28,2344.22,983.0600000000004,2025,3,Mar,Q1
ORD104890,2025-11-09,Home & Kitchen,Air Fryer,East,Consumer,COD,3.0,4413.0,0.19,10723.59,8737.74,1985.8500000000004,2025,11,Nov,Q4
ORD104891,2025-05-03,Electronics,Laptop,Central,Consumer,COD,2.0,21243.0,0.15,36113.1,32289.36,3823.739999999998,2025,5,May,Q2
ORD104892,2024-07-24,Home & Kitchen,Air Fryer,East,Corporate,COD,2.0,3614.0,0.2,5782.4,4770.48,1011.9200000000001,2024,7,Jul,Q3
ORD104893,2025-04-28,Beauty,Face Serum,West,Corporate,COD,5.0,1194.0,0.29,4792.5,3510.0,1282.5,2025,4,Apr,Q2
ORD104894,2024-12-10,Electronics,Laptop,West,Consumer,Net Banking,4.0,22945.0,0.25,68835.0,69752.8,-917.8000000000029,2024,12,Dec,Q4
ORD104895,2024-02-27,Electronics,Tablet,North,Consumer,Debit Card,4.0,26133.0,0.03,101396.04,79444.32,21951.719999999987,2024,2,Feb,Q1
ORD104896,2025-06-11,Electronics,Smartphone,Unknown,Consumer,Credit Card,5.0,23520.0,0.1,105840.0,89376.0,16464.0,2025,6,Jun,Q2
ORD104897,2024-04-06,Electronics,Tablet,East,Corporate,Debit Card,5.0,26684.0,0.13,116075.4,101399.2,14676.199999999997,2024,4,Apr,Q2
ORD104898,2025-04-16,Clothing,Sneakers,Central,Corporate,Debit Card,2.0,1547.0,0.13,2691.78,1794.52,897.2600000000002,2025,4,Apr,Q2
ORD104899,2025-07-26,Electronics,Smartwatch,South,Consumer,COD,4.0,20021.0,0.14,68872.24,60863.84,8008.400000000009,2025,7,Jul,Q3
ORD104900,2025-02-28,Beauty,Perfume,North,Small Business,Credit Card,1.0,1502.0,0.27,1096.46,781.04,315.4200000000001,2025,2,Feb,Q1
ORD104901,2025-12-04,Home & Kitchen,Vacuum Cleaner,West,Consumer,Debit Card,4.0,4713.0,0.3,13196.4,12442.32,754.0799999999999,2025,12,Dec,Q4
ORD104902,2024-03-14,Home & Kitchen,Vacuum Cleaner,South,Consumer,Net Banking,3.0,4171.0,0.04,12012.48,8258.58,3753.8999999999996,2024,3,Mar,Q1
ORD104903,2025-03-23,Home & Kitchen,Coffee Maker,South,Corporate,Net Banking,3.0,4048.0,0.16,10200.96,8015.04,2185.919999999999,2025,3,Mar,Q1
ORD104904,2025-02-01,Beauty,Face Serum,South,Consumer,COD,2.0,750.0,0.02,1470.0,780.0,690.0,2025,2,Feb,Q1
ORD104905,2025-04-04,Home & Kitchen,Air Fryer,South,Consumer,Credit Card,3.0,5145.0,0.19,12502.35,10187.1,2315.25,2025,4,Apr,Q2
ORD104906,2025-07-29,Home & Kitchen,Air Fryer,East,Consumer,COD,2.0,4895.0,0.22,7636.2,6461.4,1174.8000000000002,2025,7,Jul,Q3
ORD104907,2024-03-19,Home & Kitchen,Air Fryer,East,Consumer,Credit Card,2.0,5191.0,0.16,8720.88,6852.12,1868.7599999999993,2024,3,Mar,Q1
ORD104908,2024-07-23,Home & Kitchen,Coffee Maker,West,Corporate,Net Banking,4.0,5135.0,0.22,16021.2,13556.4,2464.800000000001,2024,7,Jul,Q3
ORD104909,2025-05-27,Home & Kitchen,Cookware Set,South,Consumer,Credit Card,2.0,4577.0,0.19,7414.74,6041.64,1373.0999999999995,2025,5,May,Q2
ORD104910,2025-04-08,Electronics,Laptop,Central,Corporate,Credit Card,2.0,25677.0,0.26,38001.96,39029.04,-1027.0800000000017,2025,4,Apr,Q2
ORD104911,2024-09-04,Home & Kitchen,Coffee Maker,Central,Corporate,Credit Card,2.0,4170.0,0.13,7255.8,5504.4,1751.4000000000005,2024,9,Sep,Q3
ORD104912,2025-03-22,Sports,Cricket Bat,West,Consumer,COD,5.0,2298.0,0.22,8962.2,7123.8,1838.4000000000005,2025,3,Mar,Q1
ORD104913,2024-03-05,Electronics,Headphones,Central,Consumer,COD,3.0,28594.0,0.17,71199.06,65194.32,6004.739999999998,2024,3,Mar,Q1
ORD104914,2024-01-09,Clothing,Sneakers,East,Consumer,Net Banking,3.0,2076.0,0.17,5169.24,3612.24,1557.0,2024,1,Jan,Q1
ORD104915,2025-02-04,Clothing,Jacket,North,Consumer,Debit Card,2.0,2167.0,0.05,4117.3,2513.72,1603.5800000000004,2025,2,Feb,Q1
ORD104916,2025-05-30,Clothing,Jeans,East,Consumer,COD,2.0,1718.0,0.26,2542.64,1992.88,549.7599999999998,2025,5,May,Q2
ORD104917,2024-10-05,Sports,Football,South,Consumer,Net Banking,1.0,1992.0,0.29,1414.32,1235.04,179.27999999999997,2024,10,Oct,Q4
ORD104918,2024-09-02,Electronics,Headphones,East,Small Business,Net Banking,2.0,28679.0,0.12,50475.04,43592.08,6882.959999999999,2024,9,Sep,Q3
ORD104919,2025-09-06,Clothing,Jacket,West,Corporate,COD,5.0,1888.0,0.16,7929.6,5475.2,2454.4000000000005,2025,9,Sep,Q3
ORD104920,2024-11-06,Beauty,Face Serum,South,Consumer,UPI,2.0,1415.0,0.05,2688.5,1471.6,1216.9,2024,11,Nov,Q4
ORD104921,2024-06-30,Beauty,Moisturizer,East,Small Business,Net Banking,5.0,1194.0,0.16,3120.15,1744.6,1375.5500000000002,2024,6,Jun,Q2
ORD104922,2025-09-05,Clothing,Sneakers,Central,Consumer,UPI,5.0,1519.0,0.27,5544.35,4405.1,1139.25,2025,9,Sep,Q3
ORD104923,2024-08-11,Clothing,T-Shirt,West,Corporate,Unknown,1.0,1944.0,0.05,1846.8,1127.52,719.28,2024,8,Aug,Q3
ORD104924,2024-09-29,Sports,Yoga Mat,West,Consumer,Credit Card,1.0,2836.0,0.07,2637.48,1758.32,879.1600000000001,2024,9,Sep,Q3
ORD104925,2025-04-17,Electronics,Smartwatch,East,Consumer,UPI,3.0,19071.0,0.3,40049.1,43481.88,-3432.779999999999,2025,4,Apr,Q2
ORD104926,2025-12-13,Sports,Yoga Mat,Central,Small Business,COD,4.0,2431.0,0.08,8946.08,6028.88,2917.2,2025,12,Dec,Q4
ORD104927,2025-10-11,Electronics,Smartwatch,East,Small Business,Debit Card,2.0,16215.0,0.16,27241.2,24646.8,2594.4000000000015,2025,10,Oct,Q4
ORD104928,2025-08-21,Home & Kitchen,Vacuum Cleaner,East,Small Business,Net Banking,2.0,3921.0,0.28,5646.24,5175.72,470.5199999999995,2025,8,Aug,Q3
ORD104929,2025-05-30,Electronics,Headphones,West,Consumer,UPI,1.0,23873.0,0.24,18143.48,18143.48,0.0,2025,5,May,Q2
ORD104930,2025-08-25,Home & Kitchen,Blender,South,Consumer,Net Banking,4.0,4083.0,0.18,13392.24,10779.12,2613.119999999999,2025,8,Aug,Q3
ORD104931,2024-08-16,Clothing,Jeans,East,Consumer,Net Banking,2.0,1536.0,0.23,2365.44,1781.76,583.6800000000001,2024,8,Aug,Q3
ORD104932,2024-04-16,Beauty,Face Serum,West,Consumer,Net Banking,4.0,1662.0,0.13,5783.76,3456.96,2326.8,2024,4,Apr,Q2
ORD104933,2024-05-15,Clothing,Sneakers,North,Consumer,COD,1.0,1840.0,0.11,1637.6,1067.2,570.3999999999999,2024,5,May,Q2
ORD104934,2025-06-25,Home & Kitchen,Vacuum Cleaner,West,Consumer,Debit Card,5.0,3826.0,0.13,16643.1,12625.8,4017.2999999999993,2025,6,Jun,Q2
ORD104935,2024-08-24,Home & Kitchen,Air Fryer,East,Consumer,UPI,1.0,6825.0,0.06,6415.5,4504.5,1911.0,2024,8,Aug,Q3
ORD104936,2024-12-09,Electronics,Headphones,West,Consumer,UPI,4.0,22468.0,0.1,80884.8,68302.72,12582.080000000002,2024,12,Dec,Q4
ORD104937,2024-02-28,Electronics,Smartphone,East,Consumer,Debit Card,4.0,18989.0,0.23,58486.12,57726.56,759.560000000005,2024,2,Feb,Q1
ORD104938,2024-08-15,Sports,Cricket Bat,South,Corporate,COD,5.0,3269.0,0.16,13729.8,10133.9,3595.8999999999996,2024,8,Aug,Q3
ORD104939,2024-04-06,Clothing,Jacket,North,Small Business,UPI,2.0,1498.0,0.12,2636.48,1737.68,898.8,2024,4,Apr,Q2
ORD104940,2025-08-30,Beauty,Moisturizer,East,Consumer,Credit Card,5.0,1183.0,0.13,5146.05,3075.8,2070.25,2025,8,Aug,Q3
ORD104941,2024-08-26,Electronics,Laptop,South,Consumer,Net Banking,1.0,23848.0,0.21,18839.92,18124.48,715.4399999999987,2024,8,Aug,Q3
ORD104942,2024-08-06,Electronics,Smartphone,Central,Corporate,Net Banking,4.0,18109.0,0.18,59397.52,55051.36,4346.159999999996,2024,8,Aug,Q3
ORD104943,2025-03-28,Sports,Football,Central,Corporate,Credit Card,3.0,2365.0,0.15,6030.75,4398.9,1631.8500000000004,2025,3,Mar,Q1
ORD104944,2024-11-11,Home & Kitchen,Air Fryer,South,Consumer,COD,1.0,4360.0,0.07,4054.8,2877.6,1177.2000000000003,2024,11,Nov,Q4
ORD104945,2024-10-31,Clothing,Dress,North,Corporate,Net Banking,4.0,1692.0,0.03,6564.96,3925.44,2639.52,2024,10,Oct,Q4
ORD104946,2025-05-25,Sports,Yoga Mat,East,Corporate,Net Banking,5.0,2545.0,0.02,12470.5,7889.5,4581.0,2025,5,May,Q2
ORD104947,2024-02-12,Sports,Running Shoes,East,Consumer,COD,1.0,2767.0,0.12,2434.96,1715.54,719.4200000000001,2024,2,Feb,Q1
ORD104948,2025-01-14,Clothing,T-Shirt,North,Consumer,UPI,5.0,1865.0,0.16,7833.0,5408.5,2424.5,2025,1,Jan,Q1
ORD104949,2024-10-11,Sports,Football,Central,Corporate,Debit Card,3.0,2914.0,0.23,6731.34,5420.04,1311.3000000000002,2024,10,Oct,Q4
ORD104950,2024-07-21,Unknown,Dumbbells,Central,Consumer,COD,5.0,2378.0,0.26,9886.4,8283.2,1603.199999999999,2024,7,Jul,Q3
ORD104951,2025-02-13,Sports,Football,Central,Consumer,Net Banking,1.0,2741.0,0.29,1946.11,1699.42,246.68999999999983,2025,2,Feb,Q1
ORD104952,2025-03-18,Electronics,Headphones,East,Consumer,UPI,5.0,28007.0,0.21,110627.65,106426.6,4201.049999999988,2025,3,Mar,Q1
ORD104953,2024-01-04,Electronics,Laptop,South,Corporate,Credit Card,5.0,16175.0,0.25,60656.25,61465.0,-808.75,2024,1,Jan,Q1
ORD104954,2025-08-25,Home & Kitchen,Vacuum Cleaner,Unknown,Consumer,Credit Card,3.0,5450.0,0.06,15369.0,10791.0,4578.0,2025,8,Aug,Q3
ORD104955,2025-04-14,Sports,Running Shoes,South,Corporate,UPI,1.0,1272.0,0.15,1081.2,788.64,292.56000000000006,2025,4,Apr,Q2
ORD104956,2024-01-22,Clothing,Sneakers,Central,Consumer,COD,2.0,2310.0,0.11,4111.8,2679.6,1432.2000000000003,2024,1,Jan,Q1
ORD104957,2025-03-11,Clothing,Jeans,Central,Consumer,COD,2.0,1505.0,0.16,2829.4,1745.8,1083.6000000000001,2025,3,Mar,Q1
ORD104958,2025-02-22,Sports,Yoga Mat,South,Corporate,Debit Card,4.0,3261.0,0.19,10565.64,8087.28,2478.3599999999997,2025,2,Feb,Q1
ORD104959,2025-06-01,Home & Kitchen,Vacuum Cleaner,Central,Consumer,COD,5.0,6487.0,0.22,25299.3,21407.1,3892.2000000000007,2025,6,Jun,Q2
ORD104960,2025-03-17,Home & Kitchen,Air Fryer,North,Consumer,UPI,5.0,4931.0,0.02,24161.9,16272.3,7889.600000000002,2025,3,Mar,Q1
ORD104961,2024-01-11,Unknown,Cricket Bat,South,Small Business,Debit Card,1.0,1840.0,0.16,1416.8,1140.8,276.0,2024,1,Jan,Q1
ORD104962,2025-03-02,Home & Kitchen,Coffee Maker,West,Consumer,UPI,3.0,4983.0,0.07,13902.57,9866.34,4036.2299999999996,2025,3,Mar,Q1
ORD104963,2024-07-15,Sports,Dumbbells,East,Corporate,Net Banking,4.0,922.0,0.29,2618.48,2286.56,331.9200000000001,2024,7,Jul,Q3
ORD104964,2024-12-16,Home & Kitchen,Vacuum Cleaner,North,Consumer,UPI,1.0,3452.0,0.09,9423.96,6834.96,2588.999999999999,2024,12,Dec,Q4
ORD104965,2025-10-05,Sports,Running Shoes,West,Consumer,COD,1.0,2378.0,0.18,1949.96,1474.36,475.60000000000014,2025,10,Oct,Q4
ORD104966,2025-04-09,Electronics,Smartphone,East,Consumer,UPI,3.0,24009.0,0.19,58341.87,54740.52,3601.350000000006,2025,4,Apr,Q2
ORD104967,2025-11-16,Electronics,Smartphone,North,Consumer,UPI,2.0,30536.0,0.19,49468.32,46414.72,3053.5999999999985,2025,11,Nov,Q4
ORD104968,2024-02-13,Home & Kitchen,Blender,East,Consumer,COD,3.0,5989.0,0.25,13475.25,11858.22,1617.0300000000007,2024,2,Feb,Q1
ORD104969,2024-05-29,Clothing,T-Shirt,West,Corporate,COD,2.0,1765.0,0.06,3318.2,2047.4,1270.7999999999997,2024,5,May,Q2
ORD104970,2024-03-06,Home & Kitchen,Blender,Central,Consumer,UPI,4.0,4246.0,0.14,14606.24,11209.44,3396.7999999999993,2024,3,Mar,Q1
ORD104971,2024-04-20,Home & Kitchen,Cookware Set,South,Consumer,UPI,1.0,3436.0,0.07,3195.48,2267.76,927.7199999999998,2024,4,Apr,Q2
ORD104972,2025-04-23,Clothing,T-Shirt,North,Consumer,Net Banking,4.0,1778.0,0.15,6045.2,4124.96,1920.2399999999998,2025,4,Apr,Q2
ORD104973,2025-06-16,Home & Kitchen,Coffee Maker,East,Consumer,Debit Card,2.0,4784.0,0.11,8515.52,6314.88,2200.6400000000003,2025,6,Jun,Q2
ORD104974,2024-03-16,Sports,Cricket Bat,South,Small Business,UPI,4.0,1786.0,0.04,6858.24,4429.28,2428.96,2024,3,Mar,Q1
ORD104975,2025-08-12,Home & Kitchen,Cookware Set,West,Consumer,Debit Card,3.0,3553.0,0.04,10232.64,7034.94,3197.7,2025,8,Aug,Q3
ORD104976,2025-05-26,Electronics,Tablet,West,Consumer,Credit Card,3.0,21512.0,0.23,49692.72,49047.36,645.3600000000006,2025,5,May,Q2
ORD104977,2025-03-27,Clothing,Jeans,North,Small Business,Net Banking,4.0,1764.0,0.08,6491.52,4092.48,2399.0400000000004,2025,3,Mar,Q1
ORD104978,2024-08-14,Electronics,Headphones,East,Consumer,Debit Card,4.0,22878.0,0.04,87851.52,69549.12,18302.40000000001,2024,8,Aug,Q3
ORD104979,2024-02-29,Home & Kitchen,Cookware Set,East,Consumer,Credit Card,1.0,4632.0,0.29,3288.72,3057.12,231.5999999999999,2024,2,Feb,Q1
ORD104980,2025-08-04,Home & Kitchen,Coffee Maker,North,Consumer,Debit Card,5.0,5407.0,0.06,25412.9,17843.1,7569.800000000003,2025,8,Aug,Q3
ORD104981,2024-04-29,Electronics,Headphones,South,Consumer,UPI,1.0,17944.0,0.04,17226.24,13637.44,3588.800000000001,2024,4,Apr,Q2
ORD104982,2024-07-30,Unknown,Moisturizer,Unknown,Consumer,COD,5.0,1133.0,0.07,5268.45,2945.8,2322.6499999999996,2024,7,Jul,Q3
ORD104983,2024-01-02,Clothing,T-Shirt,South,Consumer,Debit Card,2.0,1514.0,0.25,2271.0,1756.24,514.76,2024,1,Jan,Q1
ORD104984,2025-04-08,Beauty,Face Serum,South,Corporate,Credit Card,4.0,1521.0,0.24,4623.84,3163.68,1460.1600000000003,2025,4,Apr,Q2
ORD104985,2024-04-13,Clothing,Jeans,West,Consumer,Debit Card,3.0,859.0,0.11,2293.53,1494.66,798.8700000000001,2024,4,Apr,Q2
ORD104986,2024-05-11,Beauty,Moisturizer,North,Consumer,Debit Card,3.0,1758.0,0.13,4588.38,2742.48,1845.9,2024,5,May,Q2
ORD104987,2024-01-13,Clothing,Dress,South,Corporate,Debit Card,4.0,1851.0,0.1,6663.6,4294.32,2369.2800000000007,2024,1,Jan,Q1
ORD104988,2025-02-10,Sports,Cricket Bat,East,Consumer,UPI,1.0,2736.0,0.17,2270.88,1696.32,574.5600000000002,2025,2,Feb,Q1
ORD104989,2024-02-28,Unknown,Yoga Mat,Unknown,Small Business,Credit Card,3.0,2378.0,0.29,6211.08,5423.76,787.3199999999997,2024,2,Feb,Q1
ORD104990,2024-02-19,Electronics,Laptop,Central,Corporate,Debit Card,1.0,20289.0,0.04,19477.44,15419.64,4057.7999999999993,2024,2,Feb,Q1
ORD104991,2024-07-20,Clothing,Dress,West,Consumer,UPI,3.0,2214.0,0.1,5977.8,3852.36,2125.44,2024,7,Jul,Q3
ORD104992,2024-05-31,Sports,Running Shoes,South,Consumer,Credit Card,2.0,2610.0,0.12,2777.28,1956.72,820.5600000000002,2024,5,May,Q2
ORD104993,2024-06-19,Electronics,Smartwatch,South,Corporate,Unknown,1.0,19291.0,0.03,18712.27,14661.16,4051.1100000000006,2024,6,Jun,Q2
ORD104994,2024-07-17,Home & Kitchen,Blender,North,Small Business,Net Banking,5.0,3270.0,0.21,12916.5,10791.0,2125.5,2024,7,Jul,Q3
ORD104995,2025-09-01,Electronics,Laptop,West,Consumer,Credit Card,5.0,29790.0,0.27,108733.5,113202.0,-4468.5,2025,9,Sep,Q3
ORD104996,2024-08-03,Home & Kitchen,Air Fryer,Unknown,Consumer,Credit Card,1.0,3546.0,0.19,2872.26,2340.36,531.9000000000001,2024,8,Aug,Q3
ORD104997,2025-08-14,Sports,Running Shoes,Central,Consumer,COD,1.0,3209.0,0.06,3016.46,1989.58,1026.88,2025,8,Aug,Q3
ORD104998,2025-09-29,Sports,Cricket Bat,East,Consumer,UPI,4.0,3040.0,0.05,11552.0,7539.2,4012.8,2025,9,Sep,Q3
ORD104999,2025-07-10,Sports,Running Shoes,East,Consumer,UPI,1.0,2264.0,0.27,1652.72,1403.68,249.03999999999996,2025,7,Jul,Q3
ORD105000,2024-02-12,Beauty,Face Serum,West,Corporate,Net Banking,3.0,923.0,0.09,2519.79,1439.88,1079.9099999999999,2024,2,Feb,Q1
ORD105001,2024-06-03,Electronics,Headphones,West,Consumer,Net Banking,1.0,33740.0,0.24,128212.0,128212.0,0.0,2024,6,Jun,Q2
ORD105002,2025-07-08,Beauty,Face Serum,East,Consumer,COD,1.0,1638.0,0.22,1277.64,851.76,425.8800000000001,2025,7,Jul,Q3
ORD105003,2025-07-18,Clothing,Jeans,West,Consumer,Net Banking,1.0,1904.0,0.08,1751.68,1104.32,647.3600000000001,2025,7,Jul,Q3
ORD105004,2024-09-04,Sports,Cricket Bat,East,Corporate,Net Banking,5.0,3174.0,0.29,11267.7,9839.4,1428.300000000001,2024,9,Sep,Q3
ORD105005,2024-12-11,Clothing,T-Shirt,North,Consumer,Net Banking,4.0,2302.0,0.15,7826.8,5340.64,2486.16,2024,12,Dec,Q4
ORD105006,2025-12-30,Sports,Dumbbells,East,Consumer,Debit Card,5.0,1657.0,0.14,7125.1,5136.7,1988.4000000000005,2025,12,Dec,Q4
ORD105007,2024-03-20,Sports,Cricket Bat,West,Consumer,Net Banking,4.0,2813.0,0.04,10801.92,6976.24,3825.6800000000003,2024,3,Mar,Q1
ORD105008,2024-10-21,Electronics,Headphones,Central,Consumer,Debit Card,2.0,24448.0,0.09,44495.36,37160.96,7334.4000000000015,2024,10,Oct,Q4
ORD105009,2024-11-18,Electronics,Smartwatch,Central,Consumer,Net Banking,1.0,22182.0,0.22,17301.96,16858.32,443.6399999999994,2024,11,Nov,Q4
ORD105010,2025-03-30,Clothing,Jeans,East,Consumer,UPI,2.0,1635.0,0.21,2583.3,1896.6,686.7000000000003,2025,3,Mar,Q1
ORD105011,2025-07-12,Electronics,Laptop,Central,Small Business,Net Banking,1.0,27185.0,0.02,26641.3,20660.6,5980.700000000001,2025,7,Jul,Q3
ORD105012,2025-01-20,Electronics,Headphones,North,Consumer,Net Banking,5.0,26257.0,0.09,119469.35,99776.6,19692.75,2025,1,Jan,Q1
ORD105013,2025-01-23,Electronics,Headphones,South,Consumer,Net Banking,4.0,28396.0,0.15,96546.4,86323.84,10222.559999999998,2025,1,Jan,Q1
ORD105014,2024-09-10,Electronics,Smartwatch,West,Consumer,Net Banking,1.0,20148.0,0.09,18334.68,15312.48,3022.2000000000007,2024,9,Sep,Q3
ORD105015,2024-01-14,Beauty,Perfume,West,Consumer,Unknown,4.0,974.0,0.05,3701.2,2025.92,1675.2799999999997,2024,1,Jan,Q1
ORD105016,2025-12-17,Clothing,Jeans,North,Corporate,Credit Card,4.0,1708.0,0.1,6148.8,3962.56,2186.2400000000002,2025,12,Dec,Q4
ORD105017,2024-10-29,Clothing,Sneakers,West,Small Business,Net Banking,5.0,1693.0,0.24,6433.4,4909.7,1523.6999999999998,2024,10,Oct,Q4
ORD105018,2024-04-01,Sports,Running Shoes,North,Corporate,COD,2.0,1820.0,0.23,2802.8,2256.8,546.0,2024,4,Apr,Q2
ORD105019,2025-07-27,Electronics,Smartwatch,South,Consumer,UPI,5.0,24704.0,0.21,97580.8,93875.2,3705.600000000006,2025,7,Jul,Q3
ORD105020,2024-11-14,Sports,Football,Central,Corporate,UPI,5.0,1729.0,0.19,7002.45,5359.9,1642.5500000000002,2024,11,Nov,Q4
ORD105021,2025-07-26,Electronics,Headphones,Central,Consumer,COD,1.0,26770.0,0.3,18739.0,20345.2,-1606.2000000000007,2025,7,Jul,Q3
ORD105022,2024-01-19,Clothing,Jeans,Central,Consumer,Debit Card,2.0,2328.0,0.06,4376.64,2700.48,1676.1600000000003,2024,1,Jan,Q1
ORD105023,2024-05-25,Beauty,Face Serum,Central,Consumer,COD,2.0,1107.0,0.2,1771.2,1151.28,619.9200000000001,2024,5,May,Q2
ORD105024,2024-12-07,Sports,Dumbbells,South,Consumer,UPI,1.0,3072.0,0.22,2396.16,1904.64,491.51999999999975,2024,12,Dec,Q4
ORD105025,2025-05-13,Beauty,Shampoo,West,Corporate,UPI,2.0,1652.0,0.23,2544.08,1718.08,826.0,2025,5,May,Q2
ORD105026,2024-11-01,Beauty,Face Serum,South,Corporate,COD,1.0,1275.0,0.22,994.5,663.0,331.5,2024,11,Nov,Q4
ORD105027,2025-03-09,Clothing,Jeans,South,Consumer,Debit Card,4.0,1491.0,0.05,5665.8,3459.12,2206.6800000000003,2025,3,Mar,Q1
ORD105028,2024-12-16,Home & Kitchen,Blender,South,Consumer,COD,5.0,3012.0,0.14,12951.6,9939.6,3012.0,2024,12,Dec,Q4
ORD105029,2025-01-31,Electronics,Headphones,East,Corporate,COD,3.0,19907.0,0.27,43596.33,45387.96,-1791.6299999999974,2025,1,Jan,Q1
ORD105030,2024-03-25,Home & Kitchen,Blender,East,Small Business,COD,1.0,4524.5,0.09,4117.295,3362.7,754.5950000000003,2024,3,Mar,Q1
ORD105031,2024-09-27,Home & Kitchen,Vacuum Cleaner,Central,Corporate,Net Banking,3.0,4794.0,0.04,13806.72,9492.12,4314.5999999999985,2024,9,Sep,Q3
ORD105032,2024-10-15,Beauty,Face Serum,West,Small Business,Net Banking,5.0,1297.0,0.1,5836.5,3372.2,2464.3,2024,10,Oct,Q4
ORD105033,2024-06-18,Home & Kitchen,Coffee Maker,North,Consumer,Net Banking,3.0,5705.0,0.06,16088.1,11295.9,4792.200000000001,2024,6,Jun,Q2
ORD105034,2025-11-08,Home & Kitchen,Air Fryer,East,Consumer,COD,4.0,4246.0,0.09,15455.44,11209.44,4246.0,2025,11,Nov,Q4
ORD105035,2024-10-07,Home & Kitchen,Air Fryer,Central,Consumer,Net Banking,1.0,4469.0,0.04,4290.24,2949.54,1340.6999999999998,2024,10,Oct,Q4
ORD105036,2024-03-11,Electronics,Smartphone,Unknown,Corporate,COD,2.0,19814.0,0.25,29721.0,30117.28,-396.27999999999884,2024,3,Mar,Q1
ORD105037,2025-07-09,Sports,Cricket Bat,East,Small Business,UPI,1.0,2483.0,0.09,11297.65,7697.3,3600.3499999999995,2025,7,Jul,Q3
ORD105038,2025-11-26,Sports,Football,East,Consumer,Net Banking,4.0,1906.0,0.08,7014.08,4726.88,2287.2,2025,11,Nov,Q4
ORD105039,2025-08-09,Home & Kitchen,Blender,Central,Corporate,COD,4.0,4378.0,0.02,17161.76,11557.92,5603.839999999998,2025,8,Aug,Q3
ORD105040,2024-01-27,Home & Kitchen,Coffee Maker,South,Consumer,COD,2.0,3463.0,0.06,6510.44,4571.16,1939.2799999999997,2024,1,Jan,Q1
ORD105041,2024-09-22,Sports,Running Shoes,East,Consumer,Debit Card,1.0,3843.0,0.14,3304.98,2382.66,922.3200000000002,2024,9,Sep,Q3
ORD105042,2025-04-23,Sports,Yoga Mat,South,Consumer,COD,3.0,3612.0,0.07,10077.48,6718.32,3359.16,2025,4,Apr,Q2
ORD105043,2025-06-18,Beauty,Perfume,North,Consumer,Net Banking,5.0,1133.0,0.16,4758.6,2945.8,1812.8000000000002,2025,6,Jun,Q2
ORD105044,2025-03-21,Clothing,T-Shirt,East,Consumer,UPI,5.0,2820.0,0.23,10857.0,8178.0,2679.0,2025,3,Mar,Q1
ORD105045,2024-08-04,Electronics,Laptop,West,Small Business,COD,3.0,28593.0,0.17,71196.57,65192.04,6004.530000000006,2024,8,Aug,Q3
ORD105046,2025-02-27,Clothing,Sneakers,East,Corporate,Debit Card,4.0,2191.0,0.23,6748.28,5083.12,1665.1599999999999,2025,2,Feb,Q1
ORD105047,2025-03-29,Home & Kitchen,Blender,North,Consumer,Debit Card,1.0,6002.0,0.26,4441.48,3961.32,480.1599999999994,2025,3,Mar,Q1
ORD105048,2025-01-22,Home & Kitchen,Air Fryer,North,Consumer,Credit Card,5.0,5170.0,0.06,24299.0,17061.0,7238.0,2025,1,Jan,Q1
ORD105049,2025-07-18,Beauty,Makeup Kit,North,Consumer,Net Banking,4.0,1143.0,0.26,3383.28,2377.44,1005.8400000000001,2025,7,Jul,Q3
ORD105050,2024-04-08,Sports,Cricket Bat,East,Consumer,Net Banking,4.0,1877.0,0.26,5555.92,4654.96,900.96,2024,4,Apr,Q2
ORD105051,2024-04-30,Home & Kitchen,Coffee Maker,Central,Corporate,COD,5.0,4489.0,0.18,18404.9,14813.7,3591.2000000000007,2024,4,Apr,Q2
ORD105052,2025-10-27,Clothing,T-Shirt,South,Consumer,UPI,3.0,2096.0,0.03,6099.36,3647.04,2452.3199999999997,2025,10,Oct,Q4
ORD105053,2025-11-19,Clothing,T-Shirt,North,Consumer,Debit Card,2.0,1637.0,0.19,2651.94,1898.92,753.02,2025,11,Nov,Q4
ORD105054,2024-03-16,Beauty,Moisturizer,Central,Small Business,Net Banking,4.0,923.0,0.19,2990.52,1919.84,1070.68,2024,3,Mar,Q1
ORD105055,2025-04-20,Electronics,Laptop,West,Consumer,Net Banking,5.0,21548.0,0.04,103430.4,81882.4,21548.0,2025,4,Apr,Q2
ORD105056,2025-06-25,Electronics,Headphones,East,Corporate,COD,5.0,36166.0,0.08,166363.6,137430.8,28932.800000000017,2025,6,Jun,Q2
